5.0 2.174222230911255 12.0 0.6000000238418579 1.7999999523162842 
4.0 0.3611111044883728 10.0 1.25 3.25 
3.0 0.35374143719673157 10.0 0.6666666865348816 10.666666984558105 
4.0 1.315624713897705 10.0 0.25 2.25 
5.0 2.06850004196167 11.0 0.4000000059604645 2.0 
5.0 1.5472222566604614 11.0 1.0 2.200000047683716 
3.0 0.1666666716337204 8.0 1.3333333730697632 11.333333015441895 
4.0 1.4111108779907227 13.0 1.0 2.0 
5.0 3.262500047683716 11.0 0.20000000298023224 1.399999976158142 
4.0 1.640624761581421 9.0 0.25 2.25 
5.0 2.1388888359069824 8.0 0.800000011920929 2.4000000953674316 
4.0 0.8399999141693115 9.0 0.0 3.0 
5.0 3.239388942718506 9.0 0.4000000059604645 1.2000000476837158 
4.0 0.8771555423736572 8.0 1.25 5.25 
3.0 0.3945578336715698 10.0 0.3333333432674408 8.333333015441895 
4.0 0.5917361378669739 9.0 2.5 9.5 
5.0 2.2693891525268555 11.0 0.4000000059604645 1.2000000476837158 
3.0 0.3945578336715698 8.0 0.6666666865348816 10.666666984558105 
4.0 0.7873468399047852 10.0 1.0 6.0 
4.0 1.21999990940094 11.0 0.25 2.25 
5.0 3.351388931274414 9.0 0.20000000298023224 0.6000000238418579 
3.0 0.29634353518486023 13.0 0.3333333432674408 13.666666984558105 
4.0 1.5700000524520874 8.0 0.0 3.0 
4.0 0.4305556118488312 11.0 1.5 2.5 
4.0 1.6644444465637207 9.0 1.0 2.0 
6.0 8.564814567565918 9.0 0.3333333432674408 0.3333333432674408 
4.0 1.340000033378601 8.0 0.25 4.25 
5.0 2.6805002689361572 10.0 0.4000000059604645 1.2000000476837158 
5.0 5.0625 8.0 0.20000000298023224 1.399999976158142 
4.0 0.5469443798065186 11.0 0.5 3.5 
